,name,price,mile_age,make,model,fuel,power,transmission,engine_size,description,linkofproduct,year
841,🇲🇫 RENAULTCLIO UNIQUE 🇲🇫,49 500 DT,29,Renault,Clio,Diesel,4,Beige,Compacte,🇲🇫 RENAULTCLIO UNIQUE 🇲🇫,https://www.tayara.tn/listings/voitures-9/9fdae7be-85e1-42f7-894b-adc211541f0a/%F0%9F%87%B2%F0%9F%87%AB-renaultclio-unique-%F0%9F%87%B2%F0%9F%87%AB,2015
842,🇯🇵🇯🇵🇯🇵KIA RIO COUPÉ🇯🇵🇯🇵,44 700 DT,19,Kia,Rio,Essence,5,Noir,Compacte,🇯🇵🇯🇵🇯🇵KIA RIO COUPÉ🇯🇵🇯🇵,https://www.tayara.tn/listings/voitures-9/fbb81804-75f6-49a6-bf7e-8ce086e5a731/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5kia-rio-coup%C3%A9%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,2017
843,🇮🇹🇮🇹🇮🇹 FIAT GRANDE PUNTO🇮🇹🇮🇹🇮🇹,30 500 DT,52,Fiat,Grande Punto,Essence,4,Blanc,Compacte,🇮🇹🇮🇹🇮🇹 FIAT GRANDE PUNTO🇮🇹🇮🇹🇮🇹,https://www.tayara.tn/listings/voitures-9/6a49ef59-30d6-464b-ad9d-6d029ebce76c/%F0%9F%87%AE%F0%9F%87%B9%F0%9F%87%AE%F0%9F%87%B9%F0%9F%87%AE%F0%9F%87%B9-fiat-grande-punto%F0%9F%87%AE%F0%9F%87%B9%F0%9F%87%AE%F0%9F%87%B9%F0%9F%87%AE%F0%9F%87%B9,2017
844,🇩🇪 VOLKSWAGEN GOLF 7 smartline 🇩🇪,55 800 DT,120,Volkswagen,Golf 7,Essence,5,Gris,Compacte,🇩🇪 VOLKSWAGEN GOLF 7 smartline 🇩🇪,https://www.tayara.tn/listings/voitures-9/2c10cd55-cc01-40a4-8c3f-d264d5ba0900/%F0%9F%87%A9%F0%9F%87%AA-volkswagen-golf-7-smartline-%F0%9F%87%A9%F0%9F%87%AA,2016
845,🇯🇵🇯🇵🇯🇵 TOYOTA AVENSIS 🇯🇵🇯🇵🇯🇵,0 DT,144,Toyota,Avensis,Essence,10,Gris,Berline,🇯🇵🇯🇵🇯🇵 TOYOTA AVENSIS 🇯🇵🇯🇵🇯🇵,https://www.tayara.tn/listings/voitures-9/498ae015-4a1f-4bca-a983-ca5d7b94bc9f/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5-toyota-avensis-%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,2003
846,🇯🇵🇯🇵🇯🇵HYUNDAI HD 45 🇯🇵🇯🇵🇯🇵,0 DT,2000,Hyundai,H,Diesel,9,Blanc,Utilitaire,🇯🇵🇯🇵🇯🇵HYUNDAI HD 45 🇯🇵🇯🇵🇯🇵,https://www.tayara.tn/listings/voitures-9/6ca6aff5-5b9b-489b-8c73-aa5e2e2b695a/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5hyundai-hd-45-%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,2016
847,🇲🇫 RENAULT SYMBOLE 🇲🇫,0 DT,78,Renault,Symbol,Essence,5,Bleu,Berline,🇲🇫 RENAULT SYMBOLE 🇲🇫,https://www.tayara.tn/listings/voitures-9/60447c6f-66f6-45ff-98db-a5c713e81ea7/%F0%9F%87%B2%F0%9F%87%AB-renault-symbole-%F0%9F%87%B2%F0%9F%87%AB,2017
848,🇩🇪🇩🇪 SEAT LEON BUSINESS 🇩🇪🇩🇪,47 500 DT,76,Seat,Leon,Essence,5,Noir,Compacte,🇩🇪🇩🇪 SEAT LEON BUSINESS 🇩🇪🇩🇪,https://www.tayara.tn/listings/voitures-9/34a0a03c-9943-4e38-8fcb-6c95da97520d/%F0%9F%87%A9%F0%9F%87%AA%F0%9F%87%A9%F0%9F%87%AA-seat-leon-business-%F0%9F%87%A9%F0%9F%87%AA%F0%9F%87%A9%F0%9F%87%AA,2017
849,🇯🇵🇯🇵🇯🇵HYUNDAI GRAND I10 🇯🇵🇯🇵🇯🇵,0 DT,76,Hyundai,Grand i10,Essence,5,Noir,Compacte,🇯🇵🇯🇵🇯🇵HYUNDAI GRAND I10 🇯🇵🇯🇵🇯🇵,https://www.tayara.tn/listings/voitures-9/f54ae8d7-18c9-4326-89d8-d2a1258a9774/%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5hyundai-grand-i10-%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5%F0%9F%87%AF%F0%9F%87%B5,2017
850,Kadett essence,5 300 DT,3,Opel,Kadett,Essence,6,Noir,Berline,très bonne état mécanique,https://www.tayara.tn/listings/voitures-9/0a0928e2-eaa0-4f4b-b458-c566a25c299b/kadett-essence,1989
851,clio 4 dynamique,32 800 DT,121000,Renault,Clio,Essence,5,Gris,Berline,clio 4 dynamique,https://www.tayara.tn/listings/voitures-9/27dcf5dd-332f-4fca-8023-b552c2e7b6fd/clio-4-dynamique,2017
852,Jeep compass,38 000 DT,155000,Jeep,Compass,Essence,11,Noir,4 x 4,"jeep compass modèle 2010 mechia 155.000 tt options 11 ch essence kharja m'en sfara .. intérieur nthif d'origine, 4 roues neufs eli sérieux rdv sur 98440727",https://www.tayara.tn/listings/voitures-9/c0bf4b3b-25ba-4927-b5c5-cd7a0c859c83/jeep-compass,2010
853,fiat grandi,0 DT,151000,Fiat,Grande Punto,Essence,4,Gris,Compacte,kryhba ndhifa barcha tt option,https://www.tayara.tn/listings/voitures-9/5a7fce83-181e-478e-9a15-749aa6285ab0/fiat-grandi,2015
854,Peugeot Bipper commercial 1.3 diesel 5 cv toute options . TEL 28 646100,22 DT,215,Peugeot,Bipper,Diesel,5,Blanc,Utilitaire,a vendre Peugeot Bipper commercial da5let Tunis en 2016,https://www.tayara.tn/listings/voitures-9/e70aa0f2-9acf-490f-b4f3-f1617ab83c76/-peugeot-bipper-commercial-1-3-diesel-5-cv-toute-options-tel-28-646100,2013
855,Citroen C4 essence 1ère main modèle 2014 full option,0 DT,138000,Citroen,C4,Essence,6,Blanc,Manuelle,Tel : 21912839 / 53484585,https://www.tayara.tn/listings/voitures-9/33b3264e-3510-432e-a7d2-0e4bb6f12f0f/citroen-c4-essence-1%C3%A8re-main-mod%C3%A8le-2014-full-option,2014
856,Renault 19 europa,7 500 DT,300000,Renault,19,Essence,7,Blanc,Autres,R19 europa série 80,https://www.tayara.tn/listings/voitures-9/ef0d10e6-f3f0-41c6-894d-f67048adebda/renault-19-europa,1997
857,AUDI A3,0 DT,116000,Audi,A3,Essence,5,Gris,Berline,🔔Les Caractéristiques:,https://www.tayara.tn/listings/voitures-9/9eaa9cb3-be69-4375-8725-8984d297693c/audi-a3,2016
858,206 noir toute option,15 800 DT,241000,Peugeot,206,Essence,4,Noir,Compacte,,https://www.tayara.tn/listings/voitures-9/c5e6f776-2f19-4811-946d-e4ecc755bc34/206-noir-toute-option,2003
859,JEEP RENEGADE BVA,78 000 DT,70000,Jeep,Cherokee,Essence,8,Blanc,Autres,✅ 1.4 turbo limited,https://www.tayara.tn/listings/voitures-9/688b7727-2ac2-4b09-b9c0-1741e18270f8/jeep-renegade-bva,2016
860,voiture peugeot 205,7 300 DT,65784,Peugeot,205,Diesel,77,Rouge,Manuelle,,https://www.tayara.tn/listings/voitures-9/e681000c-0d5a-4ce8-89d5-06ccc625ab43/voiture-peugeot-205,1993
861,Audi,9 000 DT,2740000,Audi,80,Diesel,6,Gris,Compacte,23518222,https://www.tayara.tn/listings/voitures-9/b59b1c93-7c6d-4311-a2ff-96dfc5dfe07b/audi-,1989
862,a louer,0 DT,1200,Volkswagen,Caddy,Diesel,6633,Gris,Cabriolet,cady,https://www.tayara.tn/listings/voitures-9/4815a131-438a-4db7-8235-015728356aa0/a-louer,908596
863,à vendre 206 Sedan premièrement,21 300 DT,126,Peugeot,206,Essence,6,Bleu,Berline,à vendre 206 Sedan premièrement toutes options état neuf vitre électrique direction assistée ABS climatiser,https://www.tayara.tn/listings/voitures-9/3a8ec04a-5eb2-4135-83c6-d52554204941/%C3%A0-vendre-206-sedan-premi%C3%A8rement,2010
864,express,11 000 DT,263000,Renault,Express,Diesel,7,Blanc,Autres,express,https://www.tayara.tn/listings/voitures-9/5bc6b08b-0799-4c16-a2d1-62f980df0e4a/express,1993
865,206 PROPRE,16 500 DT,190,Peugeot,206,Essence,4,Rouge,Berline,climatisée,https://www.tayara.tn/listings/voitures-9/0722053d-8d27-444a-a716-d2e8d4373b6c/206-propre,2003
866,Nissan juke phase 2 avec toit pano,0 DT,68000,Nissan,Juke,Essence,6,Blanc,Utilitaire,av une trés belle nissan juke premiére main importé full options:,https://www.tayara.tn/listings/voitures-9/fb54835b-806b-4ea2-8db3-8a97c652c559/nissan-juke-phase-2-avec-toit-pano,2015
867,Citroën C4 exclusive ehdi fin serie Tn217 modèle 2015 importée full option,0 DT,138000,Citroen,C4,Diesel,5,Noir,Berline,Tel : 21912839 / 53484585,https://www.tayara.tn/listings/voitures-9/2cec3540-1098-472c-9e68-109e4a3ed6ec/citro%C3%ABn-c4-exclusive-ehdi-fin-serie-tn217-mod%C3%A8le-2015-import%C3%A9e-full-option,2015
868,A vendre taxi c elysee 2018 kilométrage 207,27 DT,207,Citroen,C-Elysée,Diesel,5,Jaune,Compacte,A vendre taxi c elysee 2018 kilométrage 207 mezelou feha 2ans et 9 mois kembeyala 610d,https://www.tayara.tn/listings/voitures-9/6bdb2033-2d6a-42b2-844e-8208d5b7a82a/a-vendre-taxi-c-elysee-2018-kilom%C3%A9trage-207,2018
869,symbol 1er main,0 DT,72,Renault,Symbol,Essence,5,Gris,Compacte,tt options,https://www.tayara.tn/listings/voitures-9/0550524c-949f-417f-88ca-2ad25b68df25/symbol-1er-main,2017
870,hyundai i10 full option tout neuuuf,32 000 DT,70,Hyundai,I 10,Essence,5,Gris,Berline,vaulant multifonction,https://www.tayara.tn/listings/voitures-9/3ad58712-ab1f-4f79-aea0-ac6cf59d418c/hyundai-i10-full-option-tout-neuuuf,2016
871,Clio bombè cable,15 000 DT,134,Autres,Autres,Essence,44587,Vert,Autres,Clio ndhifa mta3 ksiba mchy machya brcha..,https://www.tayara.tn/listings/voitures-9/b8dfc6d5-27ae-4cb8-bc47-358c3a178ecb/clio-bomb%C3%A8-cable-,2000
872,Citroën C4 Essence,19 000 DT,252000,Citroen,C4,Essence,6,Noir,Compacte,A vendre belle C4 Essence phase 2 toutes options et en bon état tolle et mécanique.,https://www.tayara.tn/listings/voitures-9/b41c477d-8994-4a26-a838-afa4474eed57/citro%C3%ABn-c4-essence,2011
873,Renault megane 1,11 000 DT,0,Renault,Megane,Essence,6,Rouge,Autres,Volant droit,https://www.tayara.tn/listings/voitures-9/abb0ffb0-75c3-49fe-9d51-649a104497c3/renault-megane-1,1999
874,c5 6vitesse 2 litre importé,24 500 DT,250,Citroen,C5,Diesel,8,Gris,Berline,C5 2litre 6 vitesse 8cv model 2010...250.000km,https://www.tayara.tn/listings/voitures-9/ba659ffa-7507-43a5-8e66-b0d82ca30f78/c5-6vitesse-2-litre-import%C3%A9,2010
875,À VENDRE hyundai ix 35 Boite auto (4x4),54 800 DT,254000,Hyundai,Ix 35,Diesel,11,Noir,4 x 4,À VENDRE hyundai ix 35 Boite auto série 170,https://www.tayara.tn/listings/voitures-9/0015d6c9-ffc6-4917-bcf1-6ae9f0f41270/%C3%A0-vendre-hyundai-ix-35-boite-auto-(4x4),2013
876,Golf 1.2tsi,39 500 DT,106548,Volkswagen,Golf 6,Essence,5,Bleu,Berline,vendre golf 6 team 1.2 tsi tt neuf tt options: *climatronic,https://www.tayara.tn/listings/voitures-9/1d72897a-524a-47b8-ad54-a954ed2b571c/golf-1-2tsi,2011
877,Ford fiesta2012,25 500 DT,133548,Ford,Fiesta,Essence,5,Gris,Autres,en tres bonne etat,https://www.tayara.tn/listings/voitures-9/cbd73456-e2b5-40d3-a962-d68885eb3f0a/ford-fiesta2012,2012
878,🚘Mercedes C180 kit Amg/// full options🚘,0 DT,158000,Mercedes-Benz,Classe C,Essence,9,Noir,Utilitaire,av une trés belle mercedes classe c 180 type w204 kompresseur AMG full options:,https://www.tayara.tn/listings/voitures-9/f3a62fd0-23e6-479e-b972-21021ef0c893/%F0%9F%9A%98mercedes-c180-kit-amg-full-options%F0%9F%9A%98,2010
879,Excellente Citroën Elysée 2018,27 900 DT,70000,Citroen,C-Elysée,Essence,5,Noir,Berline,A vende Citroën Elysée 5 CV essence 1.2L année 2018 état intérieur et extérieur en excellente état avec les options :,https://www.tayara.tn/listings/voitures-9/4f393da3-72fa-4a1f-a12a-d55bb268e8b4/excellente-citro%C3%ABn-elys%C3%A9e-2018,2018
880,Citroën C4,0 DT,150000,Citroen,C4,Diesel,6,Blanc,Compacte,Sans carte grise,https://www.tayara.tn/listings/voitures-9/ff4abf28-a32c-4a2e-b49f-4521aa2bab6c/citro%C3%ABn-c4,2010
881,Citreon nemo,21 800 DT,124000,Citroen,Nemo,Diesel,6,Gris,Manuelle,tres bon etat 👌,https://www.tayara.tn/listings/voitures-9/df558e7e-50ed-4030-a417-8693facbb65b/citreon-nemo,2016
882,Megane essence,0 DT,240,Renault,Megane,Essence,6,Berline,Manuelle,Megane classique,https://www.tayara.tn/listings/voitures-9/83c0e378-d589-4ba1-a4ce-baa8d896b7c0/megane-essence,2004
883,bmw serie 5 kit M E60,64 000 DT,106000,BMW,Serie 5,Essence,9,Automatique,2.0,"a vendre bmw serie 5 kit M E60, 1er main, boite automatique, en excellent état, peinture d'origine, 108.000 km réel, full options, entretien maison bmw...",https://www.tayara.tn/listings/voitures-9/d19e743c-8599-4326-ba26-30ebbb838e1a/bmw-serie-5-kit-m-e60,2010
884,Land rover,35 DT,180000,Land Rover,Freelander,Essence,9,Gris,4 x 4,Karhba ntifa tout option,https://www.tayara.tn/listings/voitures-9/42bfa931-7576-41c7-8f95-aee62c791d58/land-rover,2005
885,Mercedes C180 Restylé Phase 2 importee,0 DT,148121,Mercedes-Benz,Classe C,Essence,9,Blanc,Autres,Mercedes boite auto salon cuire bien entretenu et zero defaut avec garantie,https://www.tayara.tn/listings/voitures-9/3a8e93cd-8b55-414f-bde7-5424dad8ea29/mercedes-c180-restyl%C3%A9-phase-2-importee-,2012
886,À vendre belle voiture kia rio,0 DT,128000,Kia,Rio,Essence,5,Rouge,Compacte,Tout aption TLF 56 56 98 98 /54 54 91 92,https://www.tayara.tn/listings/voitures-9/0f7741e5-51ac-43af-ae04-c3113f01ce86/%C3%A0-vendre-belle-voiture-kia-rio,2015
887,kia rio,0 DT,2,Kia,Rio,Essence,6,Blanc,Compacte,kia rio premiére main toute les options en marche,https://www.tayara.tn/listings/voitures-9/e0105900-63b2-49d3-a986-f87f275ea8a0/kia-rio,2011
888,Peugeot Allure 301 Toute option,22 000 DT,136000,Peugeot,301,Essence,5,Noir,Compacte,,https://www.tayara.tn/listings/voitures-9/b6a2863c-90f6-4368-9089-24afb6144c52/peugeot-allure-301-toute-option,2015
889,Clio Classique,15 800 DT,246000,Renault,Clio,Essence,5,Manuelle,1.2,Clio classique modèle 2003 en bon état,https://www.tayara.tn/listings/voitures-9/15de498a-1659-4059-9aa8-75c608cc1a44/clio-classique,2003
890,c elysee parfait etat,23 000 DT,230000,Citroen,C-Elysée,Essence,5,Gris,Berline,c elysee toutes options en parfait état,https://www.tayara.tn/listings/voitures-9/0c47a0cc-c2e2-4bba-ac09-14c70832d097/c-elysee-parfait-etat,2013
891,partner b9,29 DT,152000,Peugeot,Partner,Diesel,7,Blanc,Berline,"partner b9 année 2016 , tt options.",https://www.tayara.tn/listings/voitures-9/5d04a112-65f1-475c-8668-5c5a5ac68a5b/partner-b9,2016
892,Passat tdi blumotion importée,0 DT,130,Volkswagen,Passat,Diesel,6,Noir,Berline,tout options,https://www.tayara.tn/listings/voitures-9/aaa59dc9-e5d1-4a15-9cf7-24fc0e3b27e8/passat-tdi-blumotion-import%C3%A9e,2016
893,Chevrolet sonic,22 000 DT,116,Chevrolet,Uplander,Essence,5,Gris,Berline,Chevrolet sonic 2017,https://www.tayara.tn/listings/voitures-9/7efc4a95-0b27-4373-b8dc-e3074df81251/chevrolet-sonic,2017
894,Fiat panda,0 DT,99000,Fiat,Panda,Essence,4,Manuelle,1.2,Année 2014,https://www.tayara.tn/listings/voitures-9/7b8c360e-8cc4-46c3-bbd0-25df8227a84b/fiat-panda,2014
895,polo classique 28 438 259,0 DT,11111,Volkswagen,Polo,Essence,6,Vert,Berline,28 438 259 polo classique essence,https://www.tayara.tn/listings/voitures-9/743863cd-3d56-40a4-8ddb-9914d57256a8/polo-classique-28-438-259,1999
896,B9 Berlingo 2014. 3 place,34 000 DT,184,Citroen,Berlingo,Diesel,5,Blanc,Compacte,"une très belle berlingo diesel moteur Ehdi, importée de la France avec trois places sur la carte grise",https://www.tayara.tn/listings/voitures-9/fdca6f21-9e19-41e5-a680-e9ee4a9f9612/b9-berlingo-2014-3-place,2014
897,E200 KIT AMG,0 DT,219000,Mercedes-Benz,Classe E,Diesel,8,Noir,Compacte,🔥 MERCEDES E200 TU 142,https://www.tayara.tn/listings/voitures-9/c3fa1b73-c8ea-48c5-a4bf-a6401111cefc/e200-kit-amg,2010
898,206 1er main t options climatisé,17 700 DT,234000,Peugeot,206,Essence,4,Gris,Compacte,Peugeot 206 très bien entretenue propre t options disponibles à ezzahra tel 93519974,https://www.tayara.tn/listings/voitures-9/08c19dba-34c1-44fc-a742-4551781856e8/206-1er-main-t-options-climatis%C3%A9,2008
899,Golf 4,14 DT,340,Volkswagen,Golf 4,Diesel,7,Gris,Autres,Golf 4 boîte 6 deux bonde rouge,https://www.tayara.tn/listings/voitures-9/edd6ec15-1630-45bc-bee1-baca7f8bce65/golf-4,2001
900,Transporter t4,11 DT,500000,Volkswagen,Transporter,Diesel,7,Blanc,Autres,Une voiture transporter t4 9 pleces 4 3jaliii jdod w sala ndhifaa koll chay msalii 3anbii N 53211418,https://www.tayara.tn/listings/voitures-9/25e8a34f-857e-4a7b-89d4-fdafb62cc189/transporter-t4-,2000
901,Mercedes E250 cdi Kit AMG Première main,0 DT,170,Mercedes-Benz,Classe E,Diesel,12,Blanc,Berline,Mercedes E250 cdi Kit AMG,https://www.tayara.tn/listings/voitures-9/cd24ba0a-7427-46ef-8dff-e7e9ffd1af73/mercedes-e250-cdi-kit-amg-premi%C3%A8re-main,2012
902,Touareg v6 essence à vendre,19 000 DT,190,Volkswagen,Touareg,Essence,17,Gris,4 x 4,Touareg v6 essence à vendre,https://www.tayara.tn/listings/voitures-9/bf9c5461-62ac-4119-912f-cf1ddee1d0cd/touareg-v6-essence-%C3%A0-vendre-,2004
903,MEGANE toute option TEL 53 285260,0 DT,180000,Renault,Megane,Diesel,5,Noir,Autres,,https://www.tayara.tn/listings/voitures-9/cf10ca53-f482-455f-aff2-1fa7a5dd2b88/megane-toute-option-tel-53-285260,2011
904,fiat uno fire,0 DT,260000,Fiat,Uno,Essence,5,Gris,Compacte,vitres electrique,https://www.tayara.tn/listings/voitures-9/44119c00-823b-4009-973e-6faf6d2a2e4b/fiat-uno-fire,2002
905,polo sedan,29 500 DT,160,Volkswagen,Polo,Essence,5,Noir,Berline,voiture tres propre,https://www.tayara.tn/listings/voitures-9/f9bae755-8b2e-4fc5-aa15-d3edbc837284/polo-sedan,2015
906,207 toit panoramique,0 DT,112000,Peugeot,207,Essence,5,Gris,Compacte,2011,https://www.tayara.tn/listings/voitures-9/1ad6e03a-db98-40ce-9416-736ac45cef55/207-toit-panoramique-,2011
907,c15,10 500 DT,0,Citroen,C15,Diesel,7,Blanc,Berline,a vendre c15 première main en bon état tous les papiers en régle 53132572,https://www.tayara.tn/listings/voitures-9/0851de9f-1713-466c-b244-6b7666769038/c15,2004
908,OPEL INSIGNIA 2015,0 DT,220000,Opel,Insignia,Essence,6,Noir,Berline,OPEL insignia annee 2015,https://www.tayara.tn/listings/voitures-9/c1a1b72f-42b7-4348-b220-7434d7d02588/opel-insignia-2015,2015
909,Ibiza 2018,37 800 DT,28000,Seat,Ibiza,Essence,4,Autre,Compacte,A Vendre Ibiza 4cv,https://www.tayara.tn/listings/voitures-9/0bc9779c-5a1f-4f8e-b120-729e1ddfa634/ibiza-2018-,2019
910,seat leon style plus,48 000 DT,108,Seat,Leon,Essence,6,Blanc,Berline,année 2015,https://www.tayara.tn/listings/voitures-9/d31d73ed-27a7-4a88-967d-e984c79585be/seat-leon-style-plus,2015
911,Suzuki 1 ere main 40mkl,25 800 DT,46000,Suzuki,Celerio,Essence,4,Bleu,Compacte,a vendre Suzuki neuve 1 ére main aya roulée seulement 40mkl entretien 🏠 maison roue de secours jamais servie,https://www.tayara.tn/listings/voitures-9/a94cc8cd-1277-45c1-a56a-82479ae29d03/suzuki-1-ere-main-40mkl,2018
912,Clio chipi 5 cheveaux,0 DT,218,Renault,Clio,Essence,5,Gris,Autres,,https://www.tayara.tn/listings/voitures-9/c5706e6f-f416-46ea-9aeb-100ae43f3cbd/clio-chipi-5-cheveaux,1997
913,Clio chipie moteur energie,9 DT,340000,Renault,Clio,Essence,5,Gris,Avec kilométrage,Boite jdida,https://www.tayara.tn/listings/voitures-9/4ae34cfa-80c8-4ebc-8d43-33cf977df9b3/clio-chipie-moteur-energie,1997
914,Audi 80 diesel 1er main,11 700 DT,400,Audi,80,Diesel,5,Gris,Berline,audi 80 turbo diesel 5 vitesses modèle 1987,https://www.tayara.tn/listings/voitures-9/107dcf23-2b43-48a9-a708-f797e1648e9b/audi-80-diesel-1er-main-,1987
915,Kia Rio faible kilométrage,0 DT,70000,Kia,Rio,Essence,5,Noir,Autres,av Kia Rio coupe tout option ndhifa en trés bonne état ne9bel échange état impeccable à ne pas rater,https://www.tayara.tn/listings/voitures-9/ab370a70-423a-4862-afc8-5f447da5ccdf/kia-rio-faible-kilom%C3%A9trage,2013
916,Kangoo,8 500 DT,999999,Renault,Kangoo,Diesel,7,Autres,Manuelle,A vendre,https://www.tayara.tn/listings/voitures-9/6ead8c9f-117c-42d8-b44e-1526d5d44b19/kangoo,1999
917,peugeot 206,14 800 DT,273,Peugeot,206,Essence,4,Noir,Berline,peugeot 206 ndhifa barcha fin 2001,https://www.tayara.tn/listings/voitures-9/97eb81bf-a155-4782-918e-e8277bcadad4/peugeot-206,2001
918,Fiat Panda 1er main,28 000 DT,90,Fiat,Panda,Essence,4,Blanc,Compacte,voiture très propre 1er main toute option,https://www.tayara.tn/listings/voitures-9/8a3bc9e6-bdcb-4d79-b511-77e70f1182b3/fiat-panda-1er-main,2017
919,Golf 4 1.9,25 000 DT,330000,Volkswagen,Golf 4,Diesel,5,Gris,Utilitaire,vente golf 4 mazout 1.9 bon etas,https://www.tayara.tn/listings/voitures-9/0e33ea03-b520-4ba7-9a64-b11d1d803283/golf-4-1-9,2003
920,Citroën berlingo B9,0 DT,158,Citroen,Berlingo,Diesel,5,Blanc,Autres,Citroën b9,https://www.tayara.tn/listings/voitures-9/4a8daa25-fc08-4891-9f63-c32d24388bb5/citro%C3%ABn-berlingo-b9,2015
921,opel coursa,9 800 DT,2111,Opel,Corsa,Essence,4,Noir,Autres,opel coursa B,https://www.tayara.tn/listings/voitures-9/d57b8308-3a99-46c9-8a8a-00c6aa8f4f1a/opel-coursa,1999
922,Chevrolet Cruze LT,42 000 DT,45000,Chevrolet,Cruze,Essence,7,Noir,Berline,✅Première main,https://www.tayara.tn/listings/voitures-9/5073d5e5-67bf-4e76-9853-fb787b78dba4/-chevrolet-cruze-lt,2017
923,renault clio campus 1ère main,27 500 DT,120,Renault,Clio,Essence,4,Noir,Compacte,🚘RENAULT CLIO CAMPUS 🚘,https://www.tayara.tn/listings/voitures-9/d23d7014-7273-4684-ae6c-3b1f6c98c40b/renault-clio-campus-1%C3%A8re-main,2009
924,Polo 7 1ère main,29 500 DT,85000,Volkswagen,Polo,Essence,5,Marron,Berline,"Bonjour, a vendre polo 7 très propre encore avec l'emballage maison.",https://www.tayara.tn/listings/voitures-9/2c789256-1b92-46ed-88ae-32669062c15c/polo-7-1%C3%A8re-main,2012
925,Vente boiture,12 500 DT,450,Volkswagen,Passat,Diesel,7,Gris,Compacte,Passât,https://www.tayara.tn/listings/voitures-9/01e66fd2-1df9-42a7-b768-b2e7c2217414/vente-boiture,1999
926,Clio 3 2ème main,17 800 DT,0,Renault,Clio,Diesel,4,Bleu,Berline,,https://www.tayara.tn/listings/voitures-9/51f9fc17-b023-46df-8986-cc1837699ca2/clio-3-2%C3%A8me-main,2006
927,لواج بالرخصة,25 000 DT,1,Nissan,Urvan,Diesel,10,Blanc,Monospace,للبيع لواج ( ڨفصة المتلوي ام العرائس الرديف) نوع نيسان ايرفان موديل 2008 في حالة جيدة (طولة و موتور) رخصة مازال فيها 7 سنين و 8 أشهر,https://www.tayara.tn/listings/voitures-9/d55cdff1-9259-47b5-90e7-b2a961681abc/%D9%84%D9%88%D8%A7%D8%AC-%D8%A8%D8%A7%D9%84%D8%B1%D8%AE%D8%B5%D8%A9,2008
928,peugeot partner,11 000 DT,200,Peugeot,Partner,Diesel,7,Gris,Autres,a vendre peugeot partner annee 2005 7 cv diesel nthifa barcha,https://www.tayara.tn/listings/voitures-9/b1368f76-7a3d-4697-aec8-23101200eb3d/peugeot-partner,2005
929,للبيع تاكسي بيجو 301 بدون رخصة رقم الهاتف 58128153,23 000 000 DT,553000,Peugeot,301,Diesel,5,Jaune,Autres,للبيع تاكسي بيجو 301 في حالة جيدة من سنة 2015 بدون رخصة ب:23مليون,https://www.tayara.tn/listings/voitures-9/b79b7587-d514-485b-8ae3-fcb9e224ffb2/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%AA%D8%A7%D9%83%D8%B3%D9%8A-%D8%A8%D9%8A%D8%AC%D9%88-301-%D8%A8%D8%AF%D9%88%D9%86-%D8%B1%D8%AE%D8%B5%D8%A9-%D8%B1%D9%82%D9%85-%D8%A7%D9%84%D9%87%D8%A7%D8%AA%D9%81-58128153,2015
930,passat cc essence .série 178 tu . tel 98549943,41 200 DT,145,Volkswagen,Passat,Essence,9,Blanc,Autres,passat cc,https://www.tayara.tn/listings/voitures-9/0f4b00f2-3eec-4f19-bfe7-f1ea5e8113b9/passat-cc-essence-s%C3%A9rie-178-tu-tel-98549943,2010
931,Grande Punto tel 98267743,0 DT,170,Fiat,Grande Punto,Essence,4,Noir,Berline,Pontionner ama fil carte grise mazalt 3adeya,https://www.tayara.tn/listings/voitures-9/ee276c96-7c3e-4fbd-b867-bcf41648f25c/grande-punto-tel-98267743,2010
932,À vendre ou échange,3 900 DT,10000,Volkswagen,Golf,Diesel,5,Blanc,Berline,Golf 1 mazout fiha moteur golf 2,https://www.tayara.tn/listings/voitures-9/5457e2e9-0048-4da0-9c21-90e6c567c10e/%C3%A0-vendre-ou-%C3%A9change,1988
933,SUV Hyundai encore sous garantie,0 DT,60000,Hyundai,Creta,Essence,7,Gris,4 x 4,A vendre Ma Hyundai CRETA,https://www.tayara.tn/listings/voitures-9/b825bd7f-a3ce-40bb-be04-49e3f0b9f3d9/suv-hyundai-encore-sous-garantie,2018
